,,JX1427,Guided Missile Sub-Systems - Repair
,,JX1430,Guided Missile Remote Control System - Repair
,,JX1450,Guided Missile Handling and Servicing - Repair
,,JX1510,"Aircraft, Fixed Wing - (Military) Repair and Overhaul"
,,JX1510A,"Aircraft, Fixed Wing - Repair and Overhaul (Military)"
,,JX1510C,"Aircraft, Fixed Wing - Repair and Overhaul (Civilian)"
,,JX1510D,"Repainting and Refinishing, Small Aircraft"
,,JX1520,"Aircraft, Rotary Wing - Repair"
,,JX1520A,"Aircraft, Rotary Wing (Military) - Repair and Overhaul"
,,JX1520B,Helicopters (Military) Repair and Overhaul
,,JX1540,Gliders - Repair
,,JX1560,Airframe Structural Components (Military) - Repair and Overhaul
,,JX1610,Aircraft Propellers and Components (Military) - Repair and Overhaul
,,JX1615,"Helicopter Rotor Blades, Drive, Mechanisms and Components (Military) - Repair and Overhaul"
,,JX1620,Aircraft Landing Gear Components (Military) - Repair and Overhaul
,,JX1630,Aircraft Wheel and Brake Systems (Civilian) - Repair
,,JX1650,"Aircraft Hydraulic, Vacuum and De-icing System Components (Military) - Repair and Overhaul"
,,JX1660,"Aircraft Air Conditioning, Heating and Pressurizing Equipment (Military) - Repair and Overhaul"
,,JX1680,Miscellaneous Aircraft Accessories and Components (Military) - Repair and Overhaul
,,JX1680A,Miscellaneous Aircraft Accessories and Components - Repair and Overhaul
,,JX1680B,"Seats, Aircraft - Repair and Overhaul"
,,JX1680C,"Repainting and Refinishing, Aircraft Components"
,,JX1710,Aircraft Landing Equipment - Repair
,,JX1720,Aircraft Launching Equipment - Repair
,,JX1730,Aircraft Ground Servicing Equipment - Repair
,,JX1740,Airfield Specialized Trucks and Trailers - Repair
,,JX1910,"Transport Vessels, Passenger and Troop - Repair"
,,JX1920,Fishing Vessels - Repair
,,JX1925,Special Service Vessels - Repair
,,JX1930,"Barges and Lighters, Cargo - Repair"
,,JX1940,Small Craft - Repair
,,JX1940AA,Boats (Small) and Canoes - Repair and Overhaul
,,JX1940C,"Boats, Small - Fibreglass - Repair and Overhaul"
,,JX1945,Pontoons and Floating Docks - Repair
,,JX1950,Floating Drydocks - Repair
,,JX1955,Dredges - Repair
,,JX1990,"Vessels, Miscellaneous - Repair"
,,JX1990A,"Ships and Vessels (large) - Repair, Refits and Conversions (including Dry Docking)"
,,JX1990B,"Ships, and Vessels (small) - Repair, Refits and Conversions (including Dry Docks)"
,,JX1990C,"Ships and Vessels  (small) - Repair, Refits and Conversions (excluding Dry Docks)"
,,JX1990D,"Shipboard Machinery & Equipment -Repair, Overhaul, Modification, Maintenance & Calibration"
,,JX1990DA,"Shipboard Deck Machinery, Not Elsewhere Specified - Repair and Overhaul"
,,JX1990E,"Shipboard Electrical & Electronic Equipment - Repair, Overhaul, Modification, Maintenence & Calibration"
,,JX1990F,"Shipboard Miscellaneous Equipment - Repair, Overhaul, Modification and Calibration"
,,JX1990G,"Vessels, Marine, Miscellaneous - Recompression Chamber- Refit, Repair, Overhaul, Modification and Maintenence"
,,JX1990H,"Ships and Vessels, Bilge and Tank Pumping and Disposal of  Waste Water and Oil Products"
,,JX1990HA,"Shipboard Hull (Non Structural) Repair, Overhaul and Maintenance"
,,JX1990HB,"Shipboard Hull (Structural) - Repair, Overhaul and Maintenance"
,,JX1990I,"Ships and Vessels - Sand Blasting, Repainting, and Refinishing"
,,JX1990J,Ships and Vessels Refrigeration and Air Conditioning Equipment - Repair and Overhaul
,,JX1990K,"Ships and Vessels HVAC - Vent Cleaning, Repair, Overhaul and Maintenance"
,,JX1990L,"Ships and Vessels Deck Coverings - Repair, Overhaul, and Maintenance"
,,JX1990M,"Ships and Vessels Hydraulic Systems (including Piping) - Recalibration, Repair, Overhaul, and Maintenance"
,,JX1990N,Shipboard Piping - Repair and Overhaul (except hydraulic systems)
,,JX1990P,Ships and Vessels - Asbestos Removal
,,JX1990R,Ships and Vessels - Non Destructive Testing
,,JX1990S,Ships and Vessels - Preventative Maintenance - Modifications and Recalibration (incl. Vibration Analysis) - Repair and Overhaul
,,JX1990T,"Ships and Vessels - Underwater Services - Repair, Overhaul, Modification, and Maintenance"
,,JX1990U,"Ships and Vessels - Propellor, Propellor Assembly, Repair, Overhaul, Miantenance, or Modification"
,,JX1990V,Ships and Vessels - Hydroblasting and Tank Cleaning
,,JX1990W,"Ships, Small Craft, Pontoons, and Floating Docks - Repair"
,,JX2010,Ship and Boat Propulsion Components - Repair
,,JX2010A,"Propellers, Marine - Repair and Overhaul"
,,JX2020,Rigging and Rigging Gear - Repair
,,JX2030,Deck Machinery - Repair and Overhaul
,,JX2040,Marine Hardware and Hull Items - Repair
,,JX2050,Buoys - Repair
,,JX2060,Commercial Fishing Equipment - Repair
,,JX2090,Ship and Marine Miscellaneous Equipment - Repair
,,JX2090AA,"Cabinets and Furniture, Marine, Not Elsewhere Specified - Repair"
,,JX2210,Locomotives - Repair
,,JX2240,Locomotive and Rail Car Accessories and Components - Repair
,,JX2240A,Locomotive Accessories and Components - Repair and Overhaul
,,JX2250,"Tract Materials, Railroad - Repair"
,,JX2305,Ground Effect Vehicles - Repair
,,JX2305A,Ground Effect Vehicles (Civilian) - Repair and Overhaul
,,JX2305B,Ground Effect Vehicles (Military) - Repair and Overhaul
,,JX2310,Passenger Motor Vehicles - Repair
,,JX2310C,Passenger Motor Vehicles - Repair and Overhaul - Ford Motors
,,JX2310D,Passenger Motor Vehicles - Repair and Overhaul - General Motors
,,JX2310E,"Buses, Repairs and Service"
,,JX2310F,"Ambulances, Repair and Overhaul"
,,JX2320,"Trucks and Truck Tractors, Wheeled - Repair"
,,JX2320A,"Vehicles, Wheeled, Standard Military Pattern - Repair and Overhaul"
,,JX2330,Trailers - Repair
,,JX2330A,"Trailers, Repairs and Service"
,,JX2340,"Motorcycles, Motor Scooters and Bicycles - Repair"
,,JX2350,"Combat, Assault, and Tactical Vehicles, Tracked - Repair"
,,JX2350A,"Combat, Assault and Tactical Vehicles, Tracked, Not Elsewhere Specified - Repair and Overhaul"
,,JX2350B,Snowmobile - Repair and Overhaul
,,JX2355,"Combat, Assault, and Tactical Vehicles, Wheeled - Repair"
,,JX2410,"Tractors, Full-Track, Low Speed - Repair and Overhaul"
,,JX2420,Tractors Wheeled - Repair and Overhaul
,,JX2430,"Tractors, Track Laying, High Speed - Repair"
,,JX2510,"Vehicular Cab, Body and Frame Structural Components - Repair"
,,JX2510E,"Springs, Leaf and Coil, for Tracked and Wheeled Vehicles, except Ground Effect and Armoured Fighting Vehicles - Repair and Overhaul"
,,JX2510G,"Vehicular, Windshield Assembly - Repair and Overhaul"
,,JX2510H,"Vehicular Cab, Body and Frame Structural Components, Repainting and Refinishing"
,,JX2520,Vehicular Power Transmission Components - Repair
,,JX2520A,Vehicular Power Transmission Components (Standard Commercial) - Repair and Overhaul
,,JX2520B,"Vehicular Power Transmission Components, for Tracked and Wheeled Vehicles - Repair and Overhaul"
,,JX2530,"Vehicular Brake, Steering, Axle, Wheel and Track Components - Repair and Overhaul"
,,JX2530A,"Vehicular Brake, Steering, Axle and Wheel Components (Standard Commercial) - Repair and Overhaul"
,,JX2530B,"Vehicular, Brake, Steering, Axle, Wheel and Tracked Components, for Tracked and Wheeled Vehicles, Military Configuration - Repair and Overhaul"
,,JX2530BB,"Wheel, Solid Rubber, Repair and Overhaul, Armoured Fighting Vehicle, S.M.P."
,,JX2530BC,"Alignments, Wheel Balancing"
,,JX2540,Vehicular Furniture and Accessories - Repair
,,JX2590,"Vehicular Components, Miscellaneous - Repair"
,,JX2590A,Vehicular Component Vinyl Upholstery - Repair and Overhaul
,,JX2610,"Tires and Tubes, Pneumatic, except Aircraft - Repair"
,,JX2610A,"Tires and Tubes, Pneumatic, except Aircraft - Repair and Retreading"
,,JX2620,"Tires and Tubes, Pneumatic, Aircraft - Repair"
,,JX2620B,"Tires, Pneumatic, Aircraft, Certification"
,,JX2640,Tire Rebuilding and Tire and Tube Repair Materials - Repair
,,JX2805,Gasoline Reciprocating Engines (except Aircraft) and Components - Repair
,,JX2805A,"Motors, Outboard - Repair"
,,JX2805AB,"MOTORS, OUTBOARD, MERCURY - REPAIR"
,,JX2805B,"Engines, Gasoline - Repair and Overhaul (except Aircraft)"
,,JX2810,"Gasoline Reciprocating Engines, Aircraft Prime Movers and Components-Repair"
,,JX2815,Diesel Engines and Components - Repair
,,JX2815AA,"DIESEL ENGINES-REPAIR AND OVERHAUL, MODIFICATION AND MAINTENANCE(EXCEPT MARINE AND NON-SPECIFIC COMPONENTS)"
,,JX2815AB,"DIESEL ENGINES, REPAIR, OVERHAUL, MODIFICATION AND MAINTENANCE, MARINE AND NON SPECIFIC COMPONENTS"
,,JX2815B,"Diesel Engines and Components, Armoured Fighting Vehicles, SMP -  Repair and Overhaul"
,,JX2815C,"Diesel Engines, Repair, Overhaul, Modification and Maintenance"
,,JX2825,Steam Turbines and Components - Repair and Overhaul
,,JX2825A,Turbine Components - Repair and Overhaul
,,JX2835,Gas Turbines and Jet Engines (except Aircraft) and  Components - Repair
,,JX2835A,"Gas Turbine Overhaul Services, Marine"
,,JX2835B,Airborne Auxillary and Ground Gas Turbine Units for Aircraft Engines Starting - Repair and Overhaul
,,JX2840,"Gas Turbines and Jet Engines, Aircraft, Prime Moving and Components (Civilian) - Repair"
,,JX2840A,"Gas Turbines and Jet Engines, Aircraft, and Components - Repair and Overhaul (Military)"
,,JX2850,Gasoline Rotary Engines and Components - Repair
,,JX2895,Miscellaneous Engines and Components - Repair
,,JX2910,"Engine Fuel System Components, Non-Aircraft - Repair"
,,JX2910B,"Filter Assemblies, Engine (Marine) - Repair and Overhaul"
,,JX2910C,Fuel Injector - Repair and Overhaul (Marine)
,,JX2910D,"Injector Fuel, Armoured Fighting Vehicle, S.M.P.  - Repair and Overhaul"
,,JX2915,"Engine Fuel System Components, Aircraft and Missile Prime Movers - Repair"
,,JX2915A,"Engine Fuel System Components, Aircraft (Military) - Repair and Overhaul"
,,JX2920,"Engine Electrical System Components, Non-Aircraft - Repair and Overhaul"
,,JX2925,"Engine Electrical System Components, Aircraft Prime Moving-Repair"
,,JX2930,"Engine Coolant System Components, Non-Aircraft  - Repair and Overhaul"
,,JX2940,"Engine Air Oil Filters, Strainers and Cleaners, Non-Aircraft - Repair"
,,JX2990,"Engine Accessories, Miscellaneous, Non-Aircraft - Repair"
,,JX2990AA,"Mufflers, Exhaust, except Marine Ground Effect and Armoured Fighting Vehicles - Repair and Overhaul"
,,JX2995,"Miscellaneous Engine Accessories, Aircraft (Military) - Repair and Overhaul"
,,JX3010,Torque Converters and Speed Changers - Repair
,,JX3010A,Hydraulic Power System - Repair
,,JX3020,"Gears, Pulleys, Sprockets and Transmission Chain - Repair and Overhaul"
,,JX3030,"Belting, Drive Belts, Fan Belts and Accessories - Repair"
,,JX3040,"Power Transmission Equipment, Miscellaneous - Repair"
,,JX3110,"Bearings, Antifriction, Unmounted - Repair"
,,JX3130,"Bearings, Mounted - Repair"
,,JX3210,Sawmill and Planing Mill Machinery - Repair
,,JX3220,Woodworking Machines - Repair
,,JX3405,Saws and Filing Machines - Repair
,,JX3412,Broaching Machines - Repair
,,JX3413,Drilling and Tapping Machines - Repair
,,JX3414,Gear Cutting and Finishing Machines - Repair
,,JX3415,Grinding Machines - Repair
,,JX3416,Lathes (Metal Working) - Repair
,,JX3417,Milling Machines - Repair
,,JX3419,Machine Tools - Miscellaneous - Repair
,,JX3431,Electric Arc Welding Equipment - Repair
,,JX3433,"Gas Welding, Heat Cutting and Metalizing Equipment - Repair"
,,JX3438,Miscellaneous Welding Equipment - Repair and Overhaul
,,JX3439,"Welding, Soldering and Brazing Supplies and Accessories, Miscellaneous - Repair"
,,JX3441,Bending and Forming Machines - Repair
,,JX3442,"Hydraulic and Pneumatic Presses, Power Driven  - Repair"
,,JX3443,"Mechanical Presses, Power Driven - Repair"
,,JX3445,Punching and Shearing Machines - Repair
,,JX3450,"Machine Tools, Portable - Repair"
,,JX3455,"Cutting Tools for Machine Tools - Repair, Overhaul, Modification and Maintenance"
,,JX3456,Cutting and Forming Tools for Secondary Metal Working Machinery - Repair
,,JX3460,Machine Tool Accessories - Repair
,,JX3465,"Production Jigs, Fixtures and Templates - Repair"
,,JX3510,Laundry and Dry Cleaning Equipment - Repair and Overhaul
,,JX3540,Wrapping and Packaging Machinery - Repair
,,JX3590,"Service and Trade Equipment, Miscellaneous - Repair"
,,JX3610,"Printing, Duplicating and Bookbinding Equipment - Repair and Overhaul"
,,JX3610A,Duplicating Equipment - Repair and Overhaul
,,JX3610AA,Photocopying Machines and Accessories - Repair
,,JX3615,Pulp and Paper Industries Machinery - Repair
,,JX3625,Textile Industries Machinery - Repair
,,JX3630,Clay and Concrete Products Industries Machinery - Repair
,,JX3650,Chemical and Pharmaceutical Products Manufacturing Machinery - Repair
,,JX3655,"Gas Generating and Dispensing Systems, Fixed or Mobile - Repair"
,,JX3660,Industrial Size Reduction Machinery - Repair
,,JX3695,Miscellaneous Special Industry Machinery - Repair
,,JX3710,Soil Preparation Equipment - Repair
,,JX3720,Harvesting Equipment - Repair
,,JX3730,"Dairy, Poultry and Livestock Equipment - Repair"
,,JX3740,"Pest, Disease and Frost Control Equipment - Repair"
,,JX3750,Gardening Implements and Tools - Repair
,,JX3750B,"Mowers, Lawn - Repair and Overhaul"
,,JX3770,"Saddlery, Harness, Whips and Related Animal Furnishings - Repair"
,,JX3805,Earthmoving and Excavating Equipment - Repair
,,JX3810,Cranes and Crane Shovels - Repair and Overhaul
,,JX3815,Crane and Crane-Shovel Attachments - Repair
,,JX3820,"Mining, Rock Drilling, Earth Boring and Associated Equipment - Repair"
,,JX3825,Road Clearing and Cleaning Equipment - Repair
,,JX3825A,Sweepers and Snow Removal Equipment - Repair and Overhaul
,,JX3825B,"Snowblowers, Self-Propelled - Repair and Overhaul"
,,JX3830,Truck and Tractor Attachments - Repair
,,JX3830A,"Blades, Snowplow - Repair"
,,JX3895,Miscellaneous Construction Equipment - Repair
,,JX3910,Conveyors - Repair and Overhaul
,,JX3920,Materials Handling Equipment/Non Self Propelled - Repair
,,JX3930,"Warehouse Trucks and Tractors, Self-Propelled - Repair and Overhaul"
,,JX3930A,"Truck, Forklift - Repair and Overhaul"
,,JX3940,"Block, Tackle, Rigging and Slings - Repair"
,,JX3950,"Winches, Hoists, Cranes, and Derricks - Repair"
,,JX3950A,Hoists - Repair and Overhaul
,,JX3960,Freight Elevators -repair
,,JX3960A,Elevators - Repair
,,JX3990,"Materials Handling Equipment, Miscellaneous - Repair"
,,JX4010,Chain and Wire Rope - Repair
,,JX4110,Refrigeration Equipment - Repair
,,JX4110A,Refrigeration Equipment - Repair and Overhaul
,,JX4110B,"Dispensers, Drinking Water, Mechanically Cooled - Repair and Overhaul"
,,JX4110BB,"Dispensers, Drinking Water, Mechanically  Cooled - Repair and Overhaul (Marine)"
,,JX4120,Air Conditioning Equipment - Repair and Overhaul
,,JX4120A,"Air Conditioning Equipment, Industrial - Repair"
,,JX4120B,"Chillers, Maintenance"
,,JX4130,Refrigeration and Air Conditioning Components - Repair
,,JX4130A,"Heat, Ventilation & Air Conditioning Maintenance"
,,JX4140,"Fans, Air Circulators and Blower Equipment - Repair"
,,JX4210,Firefighting Equipment - Repair and Overhaul
,,JX4210A,"Hydrants, Fire - Repair and Overhaul"
,,JX4210B,"Truck, Firefighting - Repair"
,,JX4210C,Firefighting Equipment - Repair and Overhaul (except Marine and Armoured Fighting Vehicles)
,,JX4210D,"Firefighting Equipment, Marine Systems - Repair, Overhaul and Modification"
,,JX4220,Marine Life Saving and Diving Equipment - Repair
,,JX4240,Safety and Rescue Equipment - Repair
,,JX4310,Compressors and Vacuum Pumps - Repair
,,JX4310A,"Compressors - Repair, Overhaul, Modification and Maintenance"
,,JX4310AA,"Compressors - Repair, Overhaul, Modification and Maintenance (except Marine)"
,,JX4310AB,"Compressors - Repair, Overhaul, Modification and Maintenance (Marine)"
,,JX4320,Power and Hand Pumps - Repair
,,JX4320A,"Pumps, Repair, Overhaul, Modification and Maintenance"
,,JX4320B,"Pump, Hydraulic - Repair"
,,JX4320C,"Pumps, Submersible or Floating - Repair and Overhaul"
,,JX4320D,"Pumps, Marine - Repair, Overhaul, Modification and Maintenance"
,,JX4330,"Centrifugals, Separators and Pressure and Vacuum Filters - Repair"
,,JX4410,"Industrial Boilers, Heating Plant Control System - Repair and Overhaul/Servicing"
,,JX4410A,"Boilers, Marine - Repair and Overhaul"
,,JX4420,Heat Exchangers and Steam Condensers - Repair
,,JX4430,"Industrial Furnaces, Kilns, Lehrs and Ovens - Repair"
,,JX4460,Air Purification Equipment - Repair
,,JX4510,Plumbing Fixtures and Accessories - Repair
,,JX4520,Space and Water Heating Equipment  - Repair
,,JX4520AA,"Humidifiers, Industrial - Repairs"
,,JX4530,Fuel Burning Equipment Units - Repair and Overhaul
,,JX4530A,Burners Oil - Repair and Overhaul
,,JX4530AA,"Gas Burning Equipment, Propane - Repair and Overhaul"
,,JX4540,Waste Disposal Equipment - Repair and Overhaul
,,JX4610,Water Purification Equipment - Repair
,,JX4620,"Water Distillation Equipment, Marine and Industrial - Repair"
,,JX4630,Sewage Treatment Equipment - Repair
,,JX4710,"Pipes, Tubes, and Rigid Tubing - Repair"
,,JX4720,Hose and Flexible Tubing - Repair
,,JX4730,"Fittings and Specialties, Hose, Pipe and Tube - Repair"
,,JX4810,"Valve, Powered - Repair and Overhaul"
,,JX4820,"Valves, Non-Powered - Repair and Overhaul"
,,JX4820AB,"Valves, Hydraulic - Repair"
,,JX4910,Motor Vehicle Maintenance and Repair Shop Specialized Equipment - Repair
,,JX4930,Lubricating and Fuel Dispensing Equipment - Repair and Overhaul
,,JX4931,Fire Control Maintenance and Repair Shop Specialized Equipment - Repair
,,JX4940,"Maintenance and Repair Shop Specialized Equipment, Miscellaneous - Repair"
,,JX5110,"Hand Tools, Edged, Non-powered - Repair"
,,JX5120,"Hand Tools, Nonedged, Nonpowered - Repair"
,,JX5130,"Hand Tools, Power-Driven - Repair"
,,JX5133,"Drill Bits, Counterbores and Countersinks, Hand and Machine - Repair"
,,JX5136,"Taps, Dies and Collets, Hand and Machine - Repair"
,,JX5210,"Measuring Tools, Craftsmen - Repair"
,,JX5220,Inspection Gages and Precision Layout Tools - Repair
,,JX5280,"Sets, Kits and Outfits of Measuring Tools - Repair"
,,JX5325,Fastening Devices - Repair
,,JX5330,Packing and Gasket Material - Repair
,,JX5335,Metal Screening - Repair
,,JX5340,Miscellaneous Hardware - Repair
,,JX5360,"Coil, Flat and Wire Springs - Repair"
,,JX5410,Prefabricated and Portable Buildings - Repair
,,JX5430,Storage Tanks - Repair
,,JX5430B,"Tanks, Oil Storage - Repair and Overhaul"
,,JX5430C,"Repair of Cement Layer (Inside), Drinking Water Tanks (Marine)"
,,JX5440,Scaffolding Equipment and Concrete Forms - Repair
,,JX5445,Prefabricated Tower Structures - Repair and Maintenance
,,JX5450,"Structures, Prefabricated, Miscellaneous - Repair"
,,JX5520,Millwork - Repair
,,JX5610,"Mineral Construction Materials, Bulk - Repair"
,,JX5620,"Tiles, Bricks and Blocks - Repair"
,,JX5640A,"Insulation, Board, Thermal - Repair"
,,JX5660,"Fencing, Fences, Gates and Components - Repair"
,,JX5670,Architectural and Related Metal Products - Repair
,,JX5680,"Construction Material, Miscellaneous - Repair"
,,JX5805,Telephones and Telegraph Equipment - Maintenance
,,JX5805A,"Private Access Branch Exchange/Interconnect Low Capacity Voice and/or Digital Data, 0-250 Lines - Maintenance"
,,JX5805B,"Private Access Branch Exchange/Interconnect Low Capacity Voice and/or Digital Data, 0-250 Lines - Maintenance"
,,JX5805BA,"Terminals, Telephone Set - Maintenance"
,,JX5810,Communications Security Equipment and Components - Repair
,,JX5811,Other Cryptologic Equipment and Components - Repair
,,JX5815,Teletype and Facsimile Equipment - Maintenance
,,JX5821,Aircraft (Military) Radio and Television Communications Equipment - Repair and Overhaul
,,JX5825,"Radio Navigation Equipment (Military), Except Airborne - Repair and Overhaul"
,,JX5826,"Radio Navigation Equipment, Airborne - Repair and Overhaul"
,,JX5830,"Intercommunication and Public Address Systems, except Airborne - Repair and Overhaul"
,,JX5831,"Intercommunication and Public Address Systems, Airborne - Repair and Overhaul"
,,JX5835,Sound Recording and Reproducing Equipment - Repair
,,JX5836,Video Recording and Reproducing Equipment - Repair
,,JX5840,"Radar Equipment (Military), except Airborne - Repair and Overhaul"
,,JX5841,Aircraft (Military) Radar Equipment - Repair and Overhaul
,,JX5845,Underwater Sound Equipment - Repair
,,JX5845A,"Echo Sounders, Sonar Systems other than ASW"
,,JX5855,"Night Vision Equipment, Emitted and Reflected Radiation - Repair"
,,JX5860,"Stimulated Coherent Radiation Devices, Components and Accessories - Repair"
,,JX5865,"Electronic Countermeasures, Counter-Countermeasures and Quick Reaction Capability Equipment - Repair"
,,JX5895,Aircraft (Military) Miscellaneous Communications Equipment - Repair and Overhaul
,,JX5905,Resistors - Repair
,,JX5910,Capacitors - Repair
,,JX5915,Filter and Network - Repair
,,JX5925,Circuit Breakers - Repair
,,JX5930,Switches - Repair
,,JX5935,"Connectors, Electrical - Repair"
