,B400 Aeronautic/Space Studies,B400,B400A,Space Policy Studies
,B500 Archeological/Paleontological Studies ,B500,B500A,Archaeological/Paleontological Services
,,,B500B,Archaeological Site Investigations
,B503 Medical and health studies,B503,B503A,Medical and Health Studies
,,,B503B,Medical and Health Studies / Modelling and Analysis
,B506 Economic Studies ,B506,B506D,Economic Studies / Modelling and Analysis
,B509 Other Studies and Analyses ,B509,B509A,Land Use Studies
C. Architecture and Engineering Services,C111 Administrative and Service Buildings ,C111,C111A,Architect/Engineer Services - Administration & Service Buildings
,"C112 Airfield, Communication and Missile Facilities ",C112,C112A,"Architect/Engineer Services - Airfield, Communication and Missile Facilities"
,C113 Educational Buildings ,C113,C113A,Architect/Engineer Services - Educational Buildings
,C114 Hospital Buildings ,C114,C114A,Architect/Engineer Services - Hospital Buildings
,C115 Industrial Buildings ,C115,C115A,Architect/Engineer Services - Industrial Buildings
,C116 Residential Buildings ,C116,C116A,Architect/Engineer Services - Residential Buildings
,C117 Warehouse Buildings ,C117,C117A,Architect/Engineer Services - Warehouse Buildings
,C118 Research and Development Facilities ,C118,C118A,Architect/Engineer Services Research and Development Facilities
,C119 Other Buildings ,C119,C119A,Architectual Services - Buildings
,,,C119AH,Architectural Services: Statement of Requirements or Building Programming
,,,C119B,Design Build Services - Real Property
,,,C119C,Construction Supervision Services
,,,C119F,Engineering Services - Buildings
,C121 Conservation and Development ,C121,C121A,Architectural & Engineering Services - Restoration/Conservation Heritage Building Structures
,"C122 Highways, Roads, Streets, Bridges and Railways ",C122,C122A,"Architectural & Engineering Services - Highways, Roads, Railways,Bridges and Dams"
,C123 Electric Power Generation (EPG) ,C123,C123A,Architectural & Engineering Services - Power Generation and Utilities
,C129 Other Non-Building Structures ,C129,C129A,Architectural & Engineering  Services - Other Non-Building Structures
,C130 Restoration ,C130,C130A,Architectural & Engineering Services - Restoration/Conservation Heritage Non-Building Structures
,"C211 Architect - Engineer Services (incl. landscaping, interior layout and designing) ",C211,C211A,Drafting and Design Services
,,,C211D,Architect and Engineering Services - Buildings
,,,C211DA,Interior Design Services including Functional Programming
,,,C211E,Landscape Architecture Services
,,,C211F,CADD Drafting and Technical Services - Building Systems
,C212 Engineering Drafting Services ,C212,C212B,Architectual & Engineering CADD Services
,C213 A&E Inspection Services ,C213,C213A,Architectural & Engineering Inspection Services
,,,C213C,"Construction Materials - Inspection, Testing and Evaluation"
,C216 Marine Architect and Engineering Services ,C216,C216A,Naval Architecture
,,,C216AA,Naval Architecture - Consulting Services
,,,C216AB,Naval Architecture - Design Services
,,,C216BA,Marine Systems and Engineering
,,,C216BB,Technical Investigations and Engineering Services (TIES) (Marine)
,,,C216BC,Marine Management
,,,C216C,Marine Architect and Engineering Services
,C219 Other Architect and Engineering Services ,C219,C219A,Engineering Services
,,,C219AB,Technical Investigation and Engineering Services - Acoustic and Underwater Systems (Hardware/Software)
,,,C219BE,Engineering and Technical Services - Ammunition Related
,,,C219BF,"Engineering and Technical Services - Aerospace Related, Military"
,,,C219BJ,Engineering and Technical Services - Combat Vehicles Related
,,,C219BK,Engineering Services - Construction Management
,,,C219C,Engineering Services
,,,C219CBA,Energy Engineering: Building Energy Conservation
,,,C219CBI,Energy Engineering: Energy use Management
,,,C219CJ,Engineering Services: Quantity Survey/Cost Estimating
,,,C219D,Other Architectural and Engineering Services - Real Property
,,,C219DA,Environmental Engineering Services - Real Property
D. Information Processing and Related Telecommunications Services,D301 ADP Facility Operation and Maintenance Services ,D301,D301A,Computer and Data Processing Services
,,,D301B,Data Centre Services
,,,D301BB0,Cloud Technology
,,,D301BBM,"Facilities Management Services, Large Scale"
,,,D301BBN,"Facilities Management Services, Local Area Network"
,,,D301C,"Computer Services, Not Elsewhere Specified"
,,,D301CD,Disaster Recovery Services
,,,D301D,Facilities Operation and Outsourcing Services
,D302 OADP Systems Development Services ,D302,D302A,Informatics Professional Services
,,,D302AAH,"Informatics Professional and Consulting Services - Maintenance Operations, Support"
,,,D302AAI,"Informatics, Professional and Consulting Services - Network Planning, Design, Implementation, Management, Etc."
,,,D302AAJ,"Informatics Professional and Consulting Services, Requirements, Analysis, Feasibility Studies"
,,,D302AAP,"Informatics Professional and Consulting Services, Software Development and Implementation"
,,,D302AAR,"Informatics Professional and Consulting Services, Systems Management, Project Management, EDP Management Consulting"
,,,D302AAS,"Professional Special Services, EDP, Not Elsewhere Specified"
,,,D302D,Multimedia Services
,D303 ADP Data Entry Services ,D303,D303AA,Data Entry Services
,D304 ADP Telecommunications and Transmission Services,D304,D304A,Data Transmission Service
,D307 Automated Information System Design and Integration Services ,D307,D307A,Systems Integration of Informatics Commodities and Services
,,,D307AB,Informatics Systems Integration
,D308 Programming Services ,D308,D308A,Programming Services
,D309 Information and Data Broadcasting or Data Distribution Services ,D309,D309A,Radio and Television Towers and Systems
,,,D309BB,Consulting Services Office Communications Systems-Systems
,D311 ADP Data Conversion Services ,D311,D311A,Data Conversion Services
,D312 ADP Optical Scanning Services ,D312,D312A,Optical Scanning Services
,D315 Digitizing Services (Includes cartographic and geographic information) ,D315,D315A,Digitizing Services using Graphical Information Systems
,D316 Telecommunications Network Management Services ,D316,D316A,Radio Television Services
,,,D316AB,Radio Broadcasting Services
,,,D316B,Telecommunications Network Services
,"D317 Automated News Services, Data Services, or Other Information Services. Buying data (the electronic equivalent of books, periodicals, newspapers, etc.) ",D317,D317B,"Information Retrieval Services, Database"
,,,D317C,Electronic Mail Services
,,,D317D,Automated News Services
,,,D317E,Information Products
,,,D317EA,Training Subscription
,,,D317EB,Web-Based Training
,"D399 Other ADP and Telecommunications Services (incl. data storage on tapes, Compact Disk (CD), etc. ",D399,D399A,Miscellaneous Communications Services
,,,D399AA,Other Telecommunications Services
,,,D399AB,"Professional Services, Telecommunications"
,,,D399B,Telecommunications - Voice Service
,,,D399BB,Telecommunications - Satellite Services
,,,D399BC,Telecommuncations - Teleconferencing
,,,D399BD,Telecommunications - Video Conferencing
,,,D399BE,Telecommunications - Voice Messaging
,,,D399C,CD-Rom Services
,,,D399D,Micrographic Services
E - Environmental Services ,E101 Air Quality Support Services ,E101,E101A,Air Quality Support Services
,E103 Water Quality Support Services ,E103,E103A,Water Quality Support Services
,E107 Hazardous Substance Analysis ,E107,E107A,Hazardous Substance Analysis - Building Related
,"E108 Hazardous Substance Removal, Cleanup, and Disposal Services and Operational Support ",E108,E108A,Asbestos Removal Services
,,,E108C,Hazardous Chemicals Removal
,,,E108CA,Hazardous Chemical Waste Disposal Services
,,,E108D,Hazardous Substance Removal and Disposal -Building Related
,,,E108E,Medical Waste Disposal Services
,,,E108F,Northern Contaminated Site Environmental Clean-up Work/Services
,E109 Leaking Underground Storage Tank Support Services ,E109,E109A,Leaking Underground Storage Tanks
,"E110 Industrial Investigations, Surveys and Technical Support for Multiple Pollutants ",E110,E110A,Environmental Site Investigation
,"E111 Oil Spill Response including Cleanup, Removal, Disposal and Operational Support ",E111,E111A,Oil Spill Collection
,,,E111B,Oil Spill Response
,E199 Other Environmental Services ,E199,E199A,Waste Recycling Services
,,,E199AB,Hazardous Waste Recycling - Real Property
,,,E199AC,Non-Hazardous Waste Recycling - Real Property
,,,E199B,Wildlife Control (Airports)
,,,E199BB,Wildlife Control Services (Airports) Bird Control
,,,E199C,Explosive Ordnance Disposal Services
,,,E199D,Environmental Services
,,,E199H,Environmental Professional Consulting Services - Real Property Related
F. Natural Resources and Conservation Services,F003 Forest Tree Planting Services ,F003,F003A,Tree Planting Services for Land Reclamation
,F006 Crop Services (incl. Seed Collection and Production Services) ,F006,F006D,"Crop Harvesting, Not Elsewhere Specified"
,,,F006E,Crop Services
,F008 Tree Breeding Services (incl. ornamental shrub) ,F008,F008A,Ornamental Shrub and Tree Service
,F010 Other Range/Forest Improvements Services (non-construction) ,F010,F010A,Forestry Services - Engineering
,,,F010B,"Forestry Services, Not Elsewhere Specified"
,,,F010BA,"Forestry Services - Pruning, Felling, Seeding, ETC."
,,,F010C,Diseased Tree Surgery or Removal
,,,F010D,"Agricultural Services, Not Elsewhere Specified"
,F011 Pesticides /Insecticides Support Services ,F011,F011A,Pesticides and Insecticides Support Services
,F020 Other Wildlife Management Services ,F020,F020A,Animal Control Services - Trap and Remove Animals From Populated Areas
,F021 Veterinary/Animal Care Services (incl. Livestock Services) ,F021,F021A,Veterinary Services
,,,F021B,Livestock Services Except Veterinary
,F030 Fisheries Resources Management Services  ,F030,F030A,Fisheries Resources Management Services
,F059 Other Natural Resources and Conservation Services ,F059,F059A,Other Natural Resource and Conservation Services
G. Health and Social Services,G001 Health Care ,G001,G001A,Nursing Care Services
,,,G001B,Hospital Care Services
,,,G001C,Pharmaceutical Services
,G009 Other Health Services ,G009,G009A,Dental Services
,,,G009B,Optical Services
,,,G009D,"Health and Allied Services, Not Elsewhere Specified"
,,,G009DA,Employee Assistance Programs
,,,G009E,Medical/Dental Clinic Services
,,,G009F,Medical/Dental Laboratory Services
,,,G009G,Health and Welfare Services
,,,G009H,Medical Advisory Services
,,,G009K,Substance Abuse Counselling
,,,G009KA,Counselling Services
,,,G009L,Physiotherapy Services
,,,G009M,Radiology Services
,,,G009N,Occupational Therapy
,,,G009P,Ergonomic Services
,G100 Care of Remains and/or Funeral Services ,G100,G100A,Funeral Services
,G101 Chaplain Services ,G101,G101A,Chaplain Services Miscellaneous
,G102 Recreational Services (incl. Entertainment Services) ,G102,G102A,Recreational Services
,G103 Social Rehabilitation Services ,G103,G103A,Welfare Services
,,,G103B,Social Rehabilitation Services for Prisoners
,,,G103C,Halfway House Services for Mental Health Patients
,,,G103D,Mental Health Services
,G199 Other Social Services ,G199,G199A,Patients' Volunteer Service
,,,G199D,Consular Social Assistance Services
"H. Quality Control, Testing and Inspection and Technical Representative Services",H1 Quality Control Services ,H100,H100A,Materials Inspection and Quality Assurance
,,,H100AA,"Inspection, Engineering Services, Marine"
,,,H100AB,"Materials Inspection and Quality Assurance, Industrial Products"
,,,H100AC,"Materials Inspection and Quality Assurance, Locomotives and Railway Equipment"
,,,H100B,Quality Assurance Services
,,,H100BB,Quality Assurance Project Management
,,,H100BF,Vehicle Inspection
,H2 Equipment and Materials Testing ,H200,H200A,Construction Materials Testing
,,,H200AA,Sonic Testing of Piling and Structural Members
,,,H200B,Product Testing
,,,H200BB,"Product Testing, Tempest, Testing Facilities"
,,,H200C,Equipment and Materials Testing
,"H3 Inspection Services (incl. commercial testing and Laboratory Services, Except Medical/Dental) ",H300,H300A,"Laboratory, Testing and Inspection Services, Except Medical/Dental"
,,,H300AD,"Inspection, Sewage Pipe"
,,,H300B,Analytical Chemistry
,,,H300C,Commercial Testing Laboratory Services
,,,H300E,Construction Inspection Services
,,,H300F,"Heating and Cooling Plant, Inspection Services"
,"H9 Other Quality Control, Testing, Inspection and Technical Representative Services ",H900,H900A,"Other Construction Quality Control, Testing, Inspect. and Tech. Services"
"J. Maintenance, Repair, Modification, Rebuilding and Installation of Equipment","JO Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment; includes as examples:
 1. Textile Finishing, Dying and Printing
 2. Welding services not related to Construction. (see CPC 5155 for Construction Welding) ",-,-,-
,,J019,J019A,"Maintenance, Repair, Modification, Rebuilding & Installation of Equipment related to Ships"
K. Custodial Operations and Related Services,"K0 Personal care services (incl. Services such as barber and beauty shop, shoe repairs and tailoring etc.)",K000,K000B,Barber and Beauty Shop Services
,,,K000E,Tailoring Services
,,,K000ED,Clothing Alterations and Repairs
,K100 Custodial - Janitorial Services ,K100,K100A,"Cleaning and Maintenance, Janitorial"
,,,K100AE,"Cleaning Services, Duct-Exhaust System - Light Fixtures"
,,,K100AG,"Lighting Maintenance (Washing, Relamping and Repairing Services)"
,,,K100B,Building Services - Handyman Services
,K101 Fire Protection Services ,K101,K101A,Fire Protection Services - Buildings
,K102 Food Services ,K102,K102A,Meals
,,,K102B,Food Catering Services
,K104 Trash/Garbage Collection Services - Including Portable Sanitation Services ,K104,K104A,Trash/Garbage Collection Services
,K105 Guard Services ,K105,K105A,Commercial Security Guard and Related Services
,,,K105AB,Armoured Car Service
,,,K105AO,Commissionaire Services
,K106 Insect and Rodent Control Services ,K106,K106A,Disinfecting and Exterminating
,,,K106B,Control of Disease Services (Spraying)
,,,K106C,Mosquito and other Insect Control
,,,K106CA,Insect/Rodent Control Services
,K107 Landscaping/Groundskeeping Services ,K107,K107A,Landscaping and Horticultural Services
,,,K107AB,Fireguard Plowing
,,,K107C,Lawn and Garden Services
,,,K107CA,LAWN AND GARDEN SERVICES
,,,K107CC,Soil Sterilization Services
,,,K107CD,Fertilizer Spreading Services
,,,K107CE,Soil Analysis Services
,,,K107DA,Grounds Maintenance
,K108 Laundry and Dry Cleaning Services ,K108,K108A,Laundry and Dry Cleaning Services
,,,K108B,Laundry Services
,,,K108C,Dry Cleaning Services
,K111 Carpet Cleaning ,K111,K111A,"Carpet, Drape and Upholstery Cleaning"
,,,K111B,Carpet Cleaning
,K112 Interior Plantscaping ,K112,K112A,Interior Plantscaping
,K113 Snow Removal/Salt Service (also spreading aggregate or other snow meltings material) ,K113,K113A,Snow Plowing and Removal
,,,K113AB,Snow Removal - Roofs
,,,K113B,Snow Removal and Salt Service
,K114 Waste Treatment and Storage ,K114,K114A,Sewage Treatment
,,,K114B,Septic Tank/Latrine Service
,K115 Preparation and Disposal of Excess and Surplus Property ,K115,K115A,Preparation & Disposal of Excess & Surplus Movable Assets
,K199 Other Custodial and Related Services ,K199,K199B,Dwellings and Apartments - Rental
,,,K199D,"Personal Services, Not Elsewhere Specified"
,,,K199HA,WINDOW CLEANING SERVICES
,,,K199I,Other Custodial and Related Services
,,,K199J,Locksmith Services
,,,K199K,Chimney Cleaning Services
,,,K199L,Road Sweeping Services
,,,K199N,Window Cleaning
,,,K199Q,Mattress Cleaning
,,,K199R,Agricultural Cleaning Services
L. Financial and Related Services,L004 Other Insurance Services ,L004,L004A,Actuarial Services
,,,L004B,Insurance Associated Risk Management
,,,L004C,Insurance Services
,,,L004CV,Claims Administration/Processing (insurance plans)
,L005 Credit Reporting Services ,L005,L005A,Credit Reporting - Commercial
,L006 Banking Services ,L006,L006A,Banking and Trust Company Services
,,,L006B,Guardian Trustee and Bankruptcy Services
,L007 Debt Collection Services ,L007,L007A,Collection Agency Services
,L099 Other Financial Services ,L099,L099A,"Financial and Related Services, N.E.S."
,,,L099B,Financial Management
,,,L099BG,"National Financial Institutions, Payment Services"
,,,L099BH,"National Financial Institutions, Deposit Services"
,,,L099BI,"National Financial Institutions, Banking Services Other Than Payment and Deposit Services"
,,,L099C,Customs Brokerage Services
,,,L099D,Financial Accounting Services
,,,L099F,Claims Processing Services
,,,L099G,Financial Transaction Processing Services - Electronic Commerce
,,,L099H,Financial Related Risk Management Services
,,,L099J,Financial Advisory/Investment Banking Services
M. Operation of Government Owned Facilities,M110 Administrative Facilities and Service Buildings ,M110,M110A,Property Management - Office Space/Administrative Buildings
,,M119,M119A,Operation of a Government Service Program
,"M120 Airfield, Communications, and Missile Facilities ",M120,M120A,Technical Support for Simulator Facility
,,,M120B,Property Management - Airfield and Communication Facilities
,M170 Warehouse Buildings ,M170,M170A,Property Management - Warehouse Buildings
,M180 Research and Development Facilities ,M180,M180A,Property Management - Research and Development Facilities
,,M181,M181A,Operation and Maintenance Services of a Technical/Scientific Facility
,,,M181D,OPERATION AND MAINTENANCE SERVICES OF LABORATORY FACILITIES
,M190 Other Buildings ,M190,M190A,Property and Facilities Management - Buildings
,,,M190B,Asset Management  Plans (AMP)
,,,M190D,Operations & Maintenance of a Military Base
,M240 Utilities ,M240,M240A,Property Management - Utilities Facilities
,,M242,M242A,Heating and Cooling Plants - Contracting Out Operations
,M290 Other Non-Building Facilities ,M290,M290B,Parking Facilities
"R. Professional, Administrative and Management Support Services",R003 Legal Services ,R003,R003A,Legal Services/Litigation/Lawyers
,R004 Certifications and Accreditations for products and institutions other than Educational Institutions ,R004,R004A,Certifications and Accreditations for Products and Institutions other than Educational Institutions
,R006 Technical Writing Services ,R006,R006A,Technical Writing Services
,,,R006AC,"Technical Writing Services, Armament Related Publications"
,,,R006AH,"Technical Writing Services, Translations, Publications (CFTO)"
,,,R006D,"Manuals, Standard Operating Procedures for Building Controls and Systems"
,R007 Systems Engineering Services ,R007,R007A,System Engineering Services
,"R008 Engineering and Technical Services (incl. Mechanical, Electrical, Chemical, Electronic Engineering) ",R008,R008A,"Technical Engineering and Maintenance Services (TEMS) (Excludes requirements related to armament, R&D and R&O)"
,,,R008B,Mobility Equipment Minor Engineering Tasks (MEMET) related to vehicular equipment
,R009 Accounting Services ,R009,R009AD,General Ledger/Bookkeeping System
,R010 Auditing Services ,R010,R010A,Internal and External Audits (Supply Arrangement PASS)
,,,R010AF,IT Systems Audit (Supply Arrangement PASS)
,,,R010AG,Finance & Accounting Services Audits (Supply Arrangement PASS)
,,,R010AH,Forensic Audits (Supply Arrangement PASS)
,,,R010B,"Audit Services, Not Elsewhere Specified"
,,,R010C,Recipient and Contribution Agreement Audit (Supply Arrangement PASS)
,R012 Patent and Trade Mark Services ,R012,R012A,Patent Services
,R013 Real Property Appraisals Services ,R013,R013A,Land and Building Appraisal
,R019 Other Professional Services ,R019,R019A,Budget Control Systems
,,,R019AB,Professional Services / Program Advisory Services
,,,R019BF,"Human Resource Services, Business Consulting/Change Management; Project Management Services"
,,,R019D,Auctioneering Services
,,,R019E,Business Services
,,,R019F,Consulting Services
,,,R019HB,Alternative Dispute Resolution Services
,,,R019K,Brokerage Services - Disposal of Aircraft and/or Parts
,,,R019M,Harassment (Investigative Services)
,,,R019M1,"Investigative Services, Public Servant Disclosure Protection Act (PSDPA)"
,,,R019N,Arbitration Services
,,,R019P,Threat and Risk Assessment Services
,,,R019PA,Threat Risk Assessments - Base Building
,,,R019Q,Marine Consulting
,,,R019R,Professional Services / Financial Analysis
,,,R019S,"Professional Services / Leasing Services (Office, Common Use, and Commercial Letting Services)"
,,,R019U,Professional Services / Program Research Analysis
,,,R019UA,Professional Services / Assets Value Assessments
,,,R019UB,Professional Services / Waste Management Services
,R101 Expert Witness ,R101,R101A,Expert Witness
,R102 Weather Reporting/Observation Services ,R102,R102A,Weather Reporting/Observation Services
,R103 Courier and Messenger Services ,R103,R103A,Courier Service
,,,R103AA,"Courier Service, Licensed (Station Wagons, Vans, Trucks)"
,R104 Transcription Services ,R104,R104A,Audio Tape Transcripts/Summary Services - Not Media Related
,,,R104B,Transcription Services
,R105 Mailing and Distribution Services (Excluding Post Office Services) ,R105,R105D,Internal Mail Distribution Services
,R107 Library Services ,R107,R107AA,Book-Binding Services
,,,R107B,Library Subscriptions
,R108 Word Processing/Typing Services ,R108,R108A,Word Processing Services
,R109 Translation and Interpreting Services (Including Sign Language) ,R109,R109A,Language Translation and Interpretation
,,,R109AB,Proof Reading Services
,,,R109B,Language Interpretation Services
,,,R109D,Translation Services
,R113 Data Collection Services ,R113,R113A,Data Collection Services
,R114 Logistics Support Services ,R114,R114A,Logistics Support Services Military Aerospace Related
,"R115 Contract, Procurement, and Acquisition Support Services ",R115,R115A,Materiel Management
,,,R115G,Fleet Management Services
,R116 Court Reporting Services ,R116,R116A,Court Reporting Services
,,,R116AB,Summons Serving Services
,,,R116B,Verbatim Reporting Services
,R117 Paper Shredding Services ,R117,R117A,Paper Shredding Service
,,,R117AA,"Shredding Service, Mobile, (Advisory Committee on Physical Security (ACOPS) Approved"
,R118 Real Estate Brokerage Services ,R118,R118A,Real Estate Broker Services
,,,R118AB,Real Estate Advisory Services
,,,R118C,Rental - Warehouses
,,,R118DA,Rental of Exhibit Space - Canada
,,,R118DB,Rental of Exhibit Space - U.S.A.
,,,R118DC,Rental of Exhibit Space - Europe
,,,R118DD,"Rental of Exhibit Space - All Others Except Canada, U.S.A. and Europe"
,R119 Industrial Hygienics ,R119,R119A,Industrial Systems
,R121 Program Evaluation Studies ,R121,R121C,Employment / Training Program Evaluation
,R122 Program Management/Support Services ,R122,R122C,Managed Print Services
,R123 Program Review/Development Services ,R123,R123A,Organization Development
,,,R123AB,Organization Planning/Analysis
,,,R123AH,Project Management Services
,,,R123AQ,Evaluation & Performance Measurement Services
,R199 Other Administrative and Management Support Services ,R199,R199B,Miscellaneous Business Services
,,,R199D,Signage Design and Installation
,,,R199EB,Automotive Washing Services
,,,R199EG,Sign Printing Contractor Services
,,,R199EO,Weather Reporting and Observing
,,,R199F,Administrative Management and Planning Services
,,,R199H,"Consulting Services, Change Management / Organizational Development (CM/OD)"
